Local Body Code,Local Body Name,Local Body Type,"District Level
Parent Name
","Intermediate Level
Parent Name",Ward Code,"Ward
Number","Ward Name
(In English)
","Ward Name
(In Local)
"
104044,West Ratacherra,Village Panchayat,Unakoti,Kumarghat,769579,2,West Ratacherra II Sabdakar Para and Debbarma Para,?????? ??????? II ?????? ???? ??? ???????? ????
104044,West Ratacherra,Village Panchayat,Unakoti,Kumarghat,769580,3,West Ratacherra III North and Madhya Emrapassa Part and Paulpur Para Part,?????? ??????? III ????? ? ???? ???????? ??? ??? ?????? ???? ???
104044,West Ratacherra,Village Panchayat,Unakoti,Kumarghat,769581,4,West Ratacherra IV Part of Paulpur Para and Majumder Para,?????? ??????? IV ?????? ????? ??? ? ??????? ?????
104044,West Ratacherra,Village Panchayat,Unakoti,Kumarghat,769582,5,West Ratacherra V South Emrapassa and Madhya Emrapassa Part,?????? ??????? V ?????? ???????? ??? ???? ???????? ???
104044,West Ratacherra,Village Panchayat,Unakoti,Kumarghat,769583,6,West Ratacherra VI SC Para,?????? ??????? VI ??.??. ?????
104400,Ananganagar,Village Panchayat,West Tripura,Bamutia,92993,1,Ananganagar I East Narayanpur Middle Part of Datta Nibash Para,???????? I
104400,Ananganagar,Village Panchayat,West Tripura,Bamutia,769960,2,Ananganagar II East Narayanpur East South Part of Kalyan Sen Para,???????? II
104400,Ananganagar,Village Panchayat,West Tripura,Bamutia,769961,3,Ananganagar III Anil Das Para Bhowmik Colony of Ananganagar Eastern Part,???????? III
104400,Ananganagar,Village Panchayat,West Tripura,Bamutia,769962,4,Ananganagar IV Paresh Chowdhuri Para of Ananganagar North East Part,???????? IV
104400,Ananganagar,Village Panchayat,West Tripura,Bamutia,769963,5,Ananganagar V Rajbar Para of Ananganagar,???????? V
104400,Ananganagar,Village Panchayat,West Tripura,Bamutia,769964,6,Ananganagar VI Karmakar Para of Ananganagar,???????? VI
261253,Bhagalpur,Village Panchayat,West Tripura,Bamutia,769993,1,Bhagalpur I Bhagalpur of Darga para,??????? I
261253,Bhagalpur,Village Panchayat,West Tripura,Bamutia,769994,2,Bhagalpur II Landless colony,??????? II
261253,Bhagalpur,Village Panchayat,West Tripura,Bamutia,769995,3,Bhagalpur III Paresh Collony BSF Camp of West Part of Bin Para,??????? III
261253,Bhagalpur,Village Panchayat,West Tripura,Bamutia,769996,4,Bhagalpur IV East Part of Bin Para and West Part of 70 Colony,??????? IV
261253,Bhagalpur,Village Panchayat,West Tripura,Bamutia,769997,5,Bhagalpur V Acharjee Para of East part of 70 Colony,??????? V
261253,Bhagalpur,Village Panchayat,West Tripura,Bamutia,769998,6,Bhagalpur VI Das Para/ Latta Mura/ Udaltali/ Ucha Mura,??????? VI
104403,Debendranagar,Village Panchayat,West Tripura,Bamutia,103428,1,Debendranagar I West Part of Damdamia,???????????? I
104403,Debendranagar,Village Panchayat,West Tripura,Bamutia,769949,2,Debendranagar II East Part of Damdamia,???????????? II
104403,Debendranagar,Village Panchayat,West Tripura,Bamutia,769950,3,Debendranagar III Adarini Tea Garden,???????????? III
104403,Debendranagar,Village Panchayat,West Tripura,Bamutia,769951,4,Debendranagar IV Nepali Basti,???????????? IV
104403,Debendranagar,Village Panchayat,West Tripura,Bamutia,769952,5,Debendranagar V West Noabadi,???????????? V
104403,Debendranagar,Village Panchayat,West Tripura,Bamutia,769953,6,Debendranagar VI Harekrishna Para and Haricharan Colony,???????????? VI
261256,Dighalia,Village Panchayat,West Tripura,Bamutia,769970,1,Dighalia I Dighalia Para,???????? I
261256,Dighalia,Village Panchayat,West Tripura,Bamutia,769971,2,Dighalia II Govinda Tilla of West Part of Krishan Tilla,???????? II
261256,Dighalia,Village Panchayat,West Tripura,Bamutia,769972,3,Dighalia III East Part of Krishan Tilla,???????? III
261256,Dighalia,Village Panchayat,West Tripura,Bamutia,769973,4,Dighalia IV Colony of Bin Para,???????? IV
261256,Dighalia,Village Panchayat,West Tripura,Bamutia,769974,5,Dighalia V Bidyutsahi of Natunnagar Girls School Para,???????? V
104421,East Bamutia,Village Panchayat,West Tripura,Bamutia,107109,1,East Bamutia I Entire North Bhaguri comprising the area of Nandi Bari Shil Para Das Para Baishya Para and North Part of Kachari Tilla,????? ???????? I
104421,East Bamutia,Village Panchayat,West Tripura,Bamutia,770120,2,East Bamutia II Entire South Bhugjur comprising the area of Kachari Tilla South Part Palpara Manipuri Para and Das Para,????? ???????? II
104421,East Bamutia,Village Panchayat,West Tripura,Bamutia,770121,3,East Bamutia III Berimura comprising the area of Sutradhar Para Berimura Kalibazar North South Part of Madhya Kalibazar,????? ???????? III
104421,East Bamutia,Village Panchayat,West Tripura,Bamutia,770122,4,East Bamutia IV Entire Kalicharan Tilla Part of Kalibazar South Para comprising the area of south part of road near Bimal Deb house,????? ???????? IV
104421,East Bamutia,Village Panchayat,West Tripura,Bamutia,770123,5,East Bamutia V Berimura comprising the area of Harendra Nagar Bajar Tilla Manipuri Para and North East part of Bhil Para,????? ???????? V
104421,East Bamutia,Village Panchayat,West Tripura,Bamutia,770124,6,East Bamutia VI Entire Nougaon comprising the area of Bhil Para South East and Santi Para PMGSY Road,????? ???????? VI
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,80010,1,East Gandhigram I North West Part of West Para West Part of Madhya Para and Rakhal Tilla North East Part,????? ??????????? I
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770046,2,East Gandhigram II South East Part of West Para,????? ??????????? II
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770047,3,East Gandhigram III Rakhal Tilla West Part and West Part of West Para,????? ??????????? III
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770048,4,East Gandhigram IV School area of West Part of Subhash Colony,????? ??????????? IV
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770049,5,East Gandhigram V West Part of Rajnagar,????? ??????????? V
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770050,6,East Gandhigram VI CPWD Quarter of Rajnagar Quarter Bazar Tilla and East Part of Rajnagar,????? ??????????? VI
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770051,7,East Gandhigram VII East Part of Subhash Colony,????? ??????????? VII
104422,East Gandhigram,Village Panchayat,West Tripura,Bamutia,770052,8,East Gandhigram VIII Kalabagan BSF Para South Part of Subhash Colony,????? ??????????? VIII
104410,Laxmilunga,Village Panchayat,West Tripura,Bamutia,106952,1,Laxmilunga I South Prat of Tufania Lunga Chandra Mohan Das Para and Rash Bihari Para,????????????? I
104410,Laxmilunga,Village Panchayat,West Tripura,Bamutia,770073,2,Laxmilunga II Laxmilunga TE and Lichu Tilla,????????????? II
104410,Laxmilunga,Village Panchayat,West Tripura,Bamutia,770074,3,Laxmilunga III East Para Part of Chanmari,????????????? III
104410,Laxmilunga,Village Panchayat,West Tripura,Bamutia,770075,4,Laxmilunga IV West Part of Chanmari and Durgabari TE,????????????? IV
104410,Laxmilunga,Village Panchayat,West Tripura,Bamutia,770076,5,Laxmilunga V Master Tilla and CTPF,????????????? V
104410,Laxmilunga,Village Panchayat,West Tripura,Bamutia,770077,6,Laxmilunga VI School Para of Durgabari,????????????? VI
104411,Lembucherra,Village Panchayat,West Tripura,Bamutia,80946,1,Lembucherra I Sabastu Para,?????????? I
104411,Lembucherra,Village Panchayat,West Tripura,Bamutia,770142,2,Lembucherra II Middle Part of Lembucherra,?????????? II
104411,Lembucherra,Village Panchayat,West Tripura,Bamutia,770143,3,Lembucherra III South Part of Lembucherra,?????????? III
104411,Lembucherra,Village Panchayat,West Tripura,Bamutia,770144,4,Lembucherra IV Bagbari ST Para,?????????? IV
104411,Lembucherra,Village Panchayat,West Tripura,Bamutia,770145,5,Lembucherra V Bagbari,?????????? V
104411,Lembucherra,Village Panchayat,West Tripura,Bamutia,770146,6,Lembucherra VI South Part of Bagbari Colony,?????????? VI
261255,Nabagram,Village Panchayat,West Tripura,Bamutia,770017,1,Nabagram I West Part of North Ramnagar,??????? I
261255,Nabagram,Village Panchayat,West Tripura,Bamutia,770018,2,Nabagram II South Part of North Ramnagar,??????? II
261255,Nabagram,Village Panchayat,West Tripura,Bamutia,770019,3,Nabagram III East Part of Nabagram,??????? III
261255,Nabagram,Village Panchayat,West Tripura,Bamutia,770020,4,Nabagram IV North Part of Nabagram,??????? IV
261255,Nabagram,Village Panchayat,West Tripura,Bamutia,770021,5,Nabagram V South Part of Nabagram,??????? V
104415,Narshingarh,Village Panchayat,West Tripura,Bamutia,112448,1,Narshingarh I Bagadi,??????? I
104415,Narshingarh,Village Panchayat,West Tripura,Bamutia,770005,2,Narshingarh II Nutan Palli,??????? II
104415,Narshingarh,Village Panchayat,West Tripura,Bamutia,770006,3,Narshingarh III Channa of Maheshkhala,??????? III
104415,Narshingarh,Village Panchayat,West Tripura,Bamutia,770007,4,Narshingarh IV Impermasy of North Part of 250 Colony,??????? IV
104415,Narshingarh,Village Panchayat,West Tripura,Bamutia,770008,5,Narshingarh V South Part of 250 Colony V K Palli,??????? V
104415,Narshingarh,Village Panchayat,West Tripura,Bamutia,770009,6,Narshingarh VI PTC Quarter of South Bagadi Subash Palli and Chittya Kr Para,??????? VI
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,83119,1,Natunnagar I Sibbari Para,??????? I
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,769954,2,Natunnagar II Tanti Para,??????? II
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,769955,3,Natunnagar III Ghosh Para and Panchayat Para,??????? III
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,769956,4,Natunnagar IV Durjoynagar Mandal Para,??????? IV
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,769957,5,Natunnagar V School Para,??????? V
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,769958,6,Natunnagar VI Tant Samiti Para,??????? VI
104416,Natunnagar,Village Panchayat,West Tripura,Bamutia,769959,7,Natunnagar VII Holicross Para and Rabidas Para,??????? VII
261254,North Bamutia,Village Panchayat,West Tripura,Bamutia,770078,1,North Bamutia I Jalilpur Das Colony and Bhill Para of West Part of Jalilpur,????? ???????? I
261254,North Bamutia,Village Panchayat,West Tripura,Bamutia,770079,2,North Bamutia II East Part of Jalilpur,????? ???????? II
261254,North Bamutia,Village Panchayat,West Tripura,Bamutia,770080,3,North Bamutia III Rangutia Das Colony BOP Para and North Part of Rangutia Aswini Biswas Para,????? ???????? III
261254,North Bamutia,Village Panchayat,West Tripura,Bamutia,770081,4,North Bamutia IV South Part of Aswini Biswas Para Ruhini Shil Para and Ruhini Sarkar Para,????? ???????? IV
261254,North Bamutia,Village Panchayat,West Tripura,Bamutia,770082,5,North Bamutia V Saha Para and North Part of Barjush Manipuri Para,????? ???????? V
261254,North Bamutia,Village Panchayat,West Tripura,Bamutia,770083,6,North Bamutia VI South Part of Barjush Manipuri Para and Haridhan Sarkar Para,????? ???????? VI
261257,North Gandhigram,Village Panchayat,West Tripura,Bamutia,770033,1,North Gandhigram I Kumarpara of Bhadrapalli and North Part of Sahapara,????? ??????????? I
261257,North Gandhigram,Village Panchayat,West Tripura,Bamutia,770034,2,North Gandhigram II West Part of MC Tilla,????? ??????????? II
261257,North Gandhigram,Village Panchayat,West Tripura,Bamutia,770035,3,North Gandhigram III North Part of Madhya Para and North Part of West para,????? ??????????? III
261257,North Gandhigram,Village Panchayat,West Tripura,Bamutia,770036,4,North Gandhigram IV South Part of Madhya Para,????? ??????????? IV
261257,North Gandhigram,Village Panchayat,West Tripura,Bamutia,770037,5,North Gandhigram V Kathaltali South East Part School Tilla South Part of East Part of MC Tilla,????? ??????????? V
261257,North Gandhigram,Village Panchayat,West Tripura,Bamutia,770038,6,North Gandhigram VI North East Part of Kathaltali North Part of School Tilla Bramhan Tilla and West Part of Saha Para,????? ??????????? VI
261251,North Laxmilunga,Village Panchayat,West Tripura,Bamutia,770061,1,North Laxmilunga I Tebaria,????? ????????????? I
261251,North Laxmilunga,Village Panchayat,West Tripura,Bamutia,770062,2,North Laxmilunga II Basu Para and Khaser Tilla,????? ????????????? II
261251,North Laxmilunga,Village Panchayat,West Tripura,Bamutia,770063,3,North Laxmilunga III North Part of Tufania Lunga,????? ????????????? III
261251,North Laxmilunga,Village Panchayat,West Tripura,Bamutia,770064,4,North Laxmilunga IV Tufania Lunga T E,????? ????????????? IV
261251,North Laxmilunga,Village Panchayat,West Tripura,Bamutia,770065,5,North Laxmilunga V Harendra Nagar T E,????? ????????????? V
261251,North Laxmilunga,Village Panchayat,West Tripura,Bamutia,770066,6,North Laxmilunga VI Ganesh Choudhury Para 21 Nos Block Fal Bagan,????? ????????????? VI
261252,North Lembucherra,Village Panchayat,West Tripura,Bamutia,770130,1,North Lembucherra I North Part of Kalapania,????? ?????????? I
261252,North Lembucherra,Village Panchayat,West Tripura,Bamutia,770131,2,North Lembucherra II South Part of Kalapania,????? ?????????? II
261252,North Lembucherra,Village Panchayat,West Tripura,Bamutia,770132,3,North Lembucherra III Munda Para,????? ?????????? III
261252,North Lembucherra,Village Panchayat,West Tripura,Bamutia,770133,4,North Lembucherra IV Laxmipara,????? ?????????? IV
261252,North Lembucherra,Village Panchayat,West Tripura,Bamutia,770134,5,North Lembucherra V Manipuri Basti,????? ?????????? V
261252,North Lembucherra,Village Panchayat,West Tripura,Bamutia,770135,6,North Lembucherra VI Yubatara,????? ?????????? VI
104420,Patunagar,Village Panchayat,West Tripura,Bamutia,107199,1,Patunagar I Patunagar North Para,?????? I
104420,Patunagar,Village Panchayat,West Tripura,Bamutia,769980,2,Patunagar II Panchayat Office Para,?????? II
104420,Patunagar,Village Panchayat,West Tripura,Bamutia,769981,3,Patunagar III Patunagar School Para,?????? III
104420,Patunagar,Village Panchayat,West Tripura,Bamutia,769982,4,Patunagar IV Hatipara South Para,?????? IV
104420,Patunagar,Village Panchayat,West Tripura,Bamutia,769983,5,Patunagar V Hatipara North Para,?????? V
104420,Patunagar,Village Panchayat,West Tripura,Bamutia,769984,6,Patunagar VI Shalbagan BSF Para,?????? VI
104424,Singarbill,Village Panchayat,West Tripura,Bamutia,87056,1,Singarbill I Panchayat Para Anil Bhatta Para of Surjoy Sen Palli,?????????? I
104424,Singarbill,Village Panchayat,West Tripura,Bamutia,769965,2,Singarbill II Rabidas Para Prafulla Deb Para Bishnu Chakraborty Para of Vibekananda Palli,?????????? II
104424,Singarbill,Village Panchayat,West Tripura,Bamutia,769966,3,Singarbill III Satsanga Para Kanai Kar Para of West Part of Bhagat Singh Palli,?????????? III
104424,Singarbill,Village Panchayat,West Tripura,Bamutia,769967,4,Singarbill IV Baishya Para Sanitala Para of East Part of Bhagat Singh Palli,?????????? IV
104424,Singarbill,Village Panchayat,West Tripura,Bamutia,769968,5,Singarbill V Das Para Tant Samity Para Gouri Bhattacharjee Para of North Part of Rashbihari Palli,?????????? V
104424,Singarbill,Village Panchayat,West Tripura,Bamutia,769969,6,Singarbill VI Kathal Tali Para of South Part of Rashbihari Palli,?????????? VI
261250,Taltala,Village Panchayat,West Tripura,Bamutia,770106,1,Taltala I Bamutia Bazar and Lamabari of Bamutia,?????? I
261250,Taltala,Village Panchayat,West Tripura,Bamutia,770107,2,Taltala II Laltila Manipuri Para Labour Para Munda Para of North Part of Gucha Mura,?????? II
261250,Taltala,Village Panchayat,West Tripura,Bamutia,770108,3,Taltala III Paul Para North Paul Para South Paul Para of South Part of Gucha Mura,?????? III
261250,Taltala,Village Panchayat,West Tripura,Bamutia,770109,4,Taltala IV Taltala Munda Para New Munda Para Taltala Bazar of South Part of Sonatala,?????? IV
261250,Taltala,Village Panchayat,West Tripura,Bamutia,770110,5,Taltala V North Part of Sonatala and 10 no Binodini,?????? V
261250,Taltala,Village Panchayat,West Tripura,Bamutia,770111,6,Taltala VI Gandhi Para and Bajalghat,?????? VI
104417,West Bamutia,Village Panchayat,West Tripura,Bamutia,107088,1,West Bamutia I Officetilla of Jummatilla,?????? ???????? I
104417,West Bamutia,Village Panchayat,West Tripura,Bamutia,770096,2,West Bamutia II Rangutia Manipuri Para,?????? ???????? II
104417,West Bamutia,Village Panchayat,West Tripura,Bamutia,770097,3,West Bamutia III Indutilla Berimura School Para Rudrapal Para of Rangutia,?????? ???????? III
104417,West Bamutia,Village Panchayat,West Tripura,Bamutia,770098,4,West Bamutia IV South Rangutia of East Part of South Rangutia Alipur,?????? ???????? IV
104417,West Bamutia,Village Panchayat,West Tripura,Bamutia,770099,5,West Bamutia V Mallik Para of West Part of Alipur,?????? ???????? V
104417,West Bamutia,Village Panchayat,West Tripura,Bamutia,770100,6,West Bamutia VI Rangutia Samaj Sikha Kendra Para,?????? ???????? VI
104418,West Gandhigram,Village Panchayat,West Tripura,Bamutia,91302,1,West Gandhigram I West Part of North Ramnagar Part,?????? ??????????? I
104418,West Gandhigram,Village Panchayat,West Tripura,Bamutia,770022,2,West Gandhigram II East Part of North Ramnagar Part,?????? ??????????? II
104418,West Gandhigram,Village Panchayat,West Tripura,Bamutia,770023,3,West Gandhigram III South Part of North Ramnagar Part,?????? ??????????? III
104418,West Gandhigram,Village Panchayat,West Tripura,Bamutia,770024,4,West Gandhigram IV North Part of Dugangee,?????? ??????????? IV
104418,West Gandhigram,Village Panchayat,West Tripura,Bamutia,770025,5,West Gandhigram V South Part of Dugangee,?????? ??????????? V
104275,Anandanagar,Village Panchayat,West Tripura,Dukli,93261,1,Anandanagar I West Part of Anandanagar 5 no Para,???????? I
104275,Anandanagar,Village Panchayat,West Tripura,Dukli,769975,2,Anandanagar II East part of Anandanagar 5 no para,???????? II
104275,Anandanagar,Village Panchayat,West Tripura,Dukli,769976,3,Anandanagar III Anandanagar 6 no para Anandanagar 4 no para,???????? III
104275,Anandanagar,Village Panchayat,West Tripura,Dukli,769977,4,Anandanagar IV Radhamohan Sardar Para,???????? IV
104275,Anandanagar,Village Panchayat,West Tripura,Dukli,769978,5,Anandanagar V Anandanagar 9 no para,???????? V
104275,Anandanagar,Village Panchayat,West Tripura,Dukli,769979,6,Anandanagar VI Anandanagar 1 2 3 Anandanagar 7 no para East part,???????? VI
261266,Bagmara,Village Panchayat,West Tripura,Dukli,769987,1,Bagmara I North of Kuripukur part,??????? I
261266,Bagmara,Village Panchayat,West Tripura,Dukli,769988,2,Bagmara II Bholagiri,??????? II
261266,Bagmara,Village Panchayat,West Tripura,Dukli,769989,3,Bagmara III Sukantapally,??????? III
261266,Bagmara,Village Panchayat,West Tripura,Dukli,769990,4,Bagmara IV Part of R.K. Colony and South Part of Kuripukur para,??????? IV
261266,Bagmara,Village Panchayat,West Tripura,Dukli,769991,5,Bagmara V North part of RS Colony,??????? V
261266,Bagmara,Village Panchayat,West Tripura,Dukli,769992,6,Bagmara VI Nuton colony R.S. colony part South part Bagmara 10 Card and Bagmara 18 Card,??????? VI
261267,Ballabpur,Village Panchayat,West Tripura,Dukli,769999,1,Ballabpur I Janashaktipalli and North part of Ballabpur,???????? I
261267,Ballabpur,Village Panchayat,West Tripura,Dukli,770000,2,Ballabpur II Amtali Ashrampara North part of Amtali School para,???????? II
261267,Ballabpur,Village Panchayat,West Tripura,Dukli,770001,3,Ballabpur III Amtali Ashrampara South part of Amtali School para Choudhury para part,???????? III
261267,Ballabpur,Village Panchayat,West Tripura,Dukli,770002,4,Ballabpur IV South part of Ballabpur RK Colony part,???????? IV
261267,Ballabpur,Village Panchayat,West Tripura,Dukli,770003,5,Ballabpur V Shital Tilla of Haripur Krishnatila North part of Kashinagar,???????? V
